Vth_T ,6bit_Vth,#1
269,0,79827
270,0,78120
271,0,76430
272,0,73443
273,0,70876
274,0,72656
275,0,75463
276,0,78880
277,0,84784
278,0,90285
279,0,96988
280,0,103104
281,0,112459
282,0,122264
283,0,131562
284,0,140143
285,0,148426
286,0,156683
287,0,164538
288,0,170415
289,0,177183
290,0,178217
291,0,180851
292,0,184630
293,0,185437
294,0,186040
295,0,185608
296,0,185926
297,0,184336
298,0,183394
299,0,182470
300,0,181420
301,0,181135
302,0,180468
303,0,180372
304,0,180218
305,0,180216
306,0,179718
307,0,178966
308,0,178059
309,0,176997
310,0,175886
311,0,174470
312,0,173436
313,0,172551
314,0,171526
315,0,170801
316,0,170029
317,0,169679
318,0,169247
319,0,168554
320,0,168429
321,0,168106
322,0,167614
323,0,167608
324,0,166711
325,0,166182
326,0,165271
327,0,163570
328,0,161506
329,0,158610
330,0,155080
331,0,151020
332,0,146527
333,0,141288
334,0,134376
335,0,127672
336,0,118592
337,0,108478
338,0,99400
339,0,90843
340,0,81594
341,0,72923
342,0,61598
343,0,52430
344,0,45596
345,0,36433
346,0,30949
347,0,24679
348,0,19939
349,0,15267
350,0,11023
351,0,7732
352,0,5631
353,0,3824
354,0,2903
355,0,2099
356,0,1683
357,0,1263
358,0,1026
359,0,831
360,0,741
361,0,547
362,0,482
363,0,429
364,0,322
365,0,316
366,0,250
367,0,184
368,0,163
369,0,133
370,0,109
371,0,90
372,0,62
373,0,46
374,0,38
375,0,17
376,0,10
377,0,10
378,0,2
379,0,6
380,0,9
381,0,5
382,0,0
383,0,3
384,0,2
385,0,3
386,0,2
387,0,0
388,0,0
389,0,0
390,0,1
391,0,0
392,0,1
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
426,0,0
427,0,0
428,0,0
429,0,0
430,0,0
431,0,0
432,0,0
433,0,0
434,0,0
435,0,0
436,0,0
437,0,0
438,0,0
439,0,0
440,0,0
441,0,0
442,0,0
443,0,0
444,0,0
445,0,0
446,0,0
447,0,0
448,0,0
449,0,0
450,0,0
451,0,0
452,0,0
453,0,0
454,0,0
455,0,0
456,0,0
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,0,0
464,0,0
465,0,0
466,0,0
467,0,0
468,0,0
469,0,0
470,0,0
471,0,0
472,0,0
473,0,0
474,0,0
475,0,0
476,0,0
477,0,0
478,0,0
479,0,0
480,0,0
481,0,0
482,0,0
483,0,0
484,0,0
485,0,0
486,0,0
487,0,0
488,0,0
489,0,0
490,0,0
491,0,0
492,0,0
493,0,0
494,0,0
495,0,0
496,0,0
497,0,0
498,0,0
499,0,0
500,0,0
501,0,0
502,0,0
503,0,0
504,0,0
505,0,0
506,0,0
507,0,0
508,0,0
509,0,0
510,0,0
511,0,0
512,0,0
513,0,0
514,0,0
515,0,0
516,0,0
517,0,0
518,0,0
519,0,0
520,0,0
521,0,0
522,0,0
523,0,0
524,0,0
525,0,0
526,0,0
527,0,0
528,0,0
529,0,0
530,0,0
531,0,0
532,0,0
533,0,0
534,0,0
535,0,0
536,0,0
537,0,0
538,0,0
539,0,0
540,0,0
541,0,0
542,0,0
543,0,0
544,0,0
545,0,0
546,0,0
547,0,0
548,0,0
549,0,0
550,0,0
551,0,0
552,0,0
553,0,0
554,0,0
555,0,0
556,0,0
557,0,0
558,0,0
559,0,0
560,0,0
561,0,0
562,0,0
563,0,0
564,0,0
565,0,0
566,0,0
567,0,0
568,0,0
569,0,0
570,0,0
571,0,0
572,0,0
573,0,0
574,0,0
575,0,0
576,0,0
577,0,0
578,0,0
579,0,0
580,0,0
581,0,0
582,0,0
583,0,0
584,0,0
585,0,0
586,0,0
587,0,0
588,0,0
589,0,0
590,0,0
591,0,0
592,0,0
593,0,0
594,0,0
595,0,0
596,0,0
597,0,0
598,0,0
599,0,0
600,0,0
