ch0_C,ch1_C,ch2_C,ch3_C,ch4_C,ch5_C,ch6_C,ch7_C,ch8_C,ch9_C,ch10_C,ch11_C,ch12_C,ch13_C,ch14_C,ch15_C,ch16_C,ch17_C,ch18_C,ch19_C,ch20_C,ch21_C,ch22_C,ch23_C,ch24_C,ch25_C,ch26_C,ch27_C,ch28_C,ch29_C,ch30_C,ch31_C
954,953,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,950,955,951,953,951,952,956,957,951,951,951
954,955,955,954,954,954,954,954,954,954,953,953,953,954,954,954,953,954,954,953,951,950,954,951,953,950,952,957,957,952,951,953
954,955,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,954,951,953,950,952,957,956,951,951,952
954,955,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,951,951,953,952,954,953,952,955,956,951,950,952
954,955,956,954,954,953,954,954,953,953,953,954,953,954,954,954,953,954,953,953,952,950,954,950,952,952,951,956,957,952,951,952
954,954,956,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,949,954,950,953,950,952,957,956,950,950,952
954,957,954,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,953,951,953,951,952,952,953,957,957,950,951,952
954,954,955,953,953,953,953,953,953,953,953,953,953,953,954,953,953,953,953,953,951,950,954,951,953,951,951,956,956,951,951,952
955,955,955,954,954,954,954,954,954,954,953,954,953,954,954,954,953,954,954,953,952,951,954,952,953,952,952,956,956,952,952,952
954,955,955,954,954,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,952,951,954,950,954,951,952,956,957,951,952,952
954,954,955,953,954,953,954,954,953,953,953,953,953,954,954,954,953,954,954,953,951,950,954,952,952,951,952,956,956,950,951,952
954,954,955,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,951,951,954,951,953,951,952,955,956,952,951,953
954,956,954,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,953,949,954,952,953,952,952,956,956,951,951,952
955,954,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,954,952,952,952,952,956,956,951,950,953
954,954,955,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,951,951,954,952,952,951,951,956,956,951,951,952
954,955,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,951,953,951,952,951,951,956,956,951,951,952
954,955,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,951,951,954,951,953,951,952,956,957,952,951,952
955,956,956,954,954,954,954,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,953,952,954,952,952,956,957,952,952,952
954,953,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,950,954,951,952,952,951,955,956,951,951,952
954,955,955,953,954,953,954,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,953,952,952,952,951,956,956,952,951,952
954,955,956,954,954,953,954,954,953,953,953,953,953,954,954,954,953,954,954,953,952,951,954,951,953,952,952,957,956,951,952,952
952,954,955,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,952,950,953,951,953,952,951,956,956,952,952,952
954,954,955,953,953,953,953,953,953,953,953,953,952,954,954,953,953,953,953,953,952,950,953,951,953,952,952,955,957,951,951,952
954,954,955,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,953,951,953,952,953,957,957,952,952,953
954,954,955,953,953,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,954,952,953,952,952,956,956,952,951,952
956,955,956,954,954,954,954,954,954,954,954,954,953,954,954,954,954,954,954,954,953,951,954,952,953,951,952,956,956,952,952,952
954,955,955,954,954,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,954,951,953,952,952,957,956,952,951,953
954,954,956,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,950,954,950,952,952,952,956,956,951,950,952
954,953,955,953,953,953,953,953,953,953,953,953,952,954,954,953,953,953,953,953,952,950,953,951,953,951,951,955,956,951,951,952
954,955,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,950,954,951,953,951,952,956,957,951,952,952
954,954,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,951,950,953,950,953,952,950,956,956,951,951,952
954,955,955,954,954,954,954,954,953,954,953,954,953,954,954,954,953,954,954,953,952,950,954,951,953,953,952,957,957,952,952,952
954,955,956,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,951,950,954,951,953,952,952,956,956,951,951,952
955,955,954,954,954,953,954,954,953,954,954,953,953,954,954,954,953,954,954,953,952,951,954,952,954,952,952,956,956,952,951,953
954,954,956,954,954,954,954,954,954,954,954,954,953,954,954,954,954,954,954,953,952,952,954,952,954,952,953,957,956,952,952,953
954,955,955,954,954,954,954,954,954,954,953,953,953,954,954,954,953,954,954,953,952,950,954,951,953,952,952,958,956,950,952,952
954,954,956,953,953,953,953,953,953,953,953,953,953,953,954,953,953,953,953,953,952,950,954,951,953,952,952,956,956,952,950,952
954,955,954,954,954,953,954,954,953,953,953,953,953,954,954,954,953,954,954,953,952,950,954,952,954,952,953,956,956,952,952,951
954,954,954,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,954,952,953,952,952,956,957,952,952,952
954,954,955,953,953,953,953,953,953,953,953,953,953,953,954,953,953,953,953,953,951,950,953,951,952,950,952,956,956,950,951,951
954,954,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,951,950,953,951,953,951,952,956,957,951,950,952
955,955,955,953,953,953,953,953,953,953,953,953,952,954,954,953,953,953,953,953,952,950,954,951,953,952,951,955,958,950,952,952
954,954,956,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,952,950,953,950,952,952,951,956,956,951,951,953
954,955,956,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,952,950,954,951,953,952,952,955,956,951,951,952
954,955,954,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,951,950,954,951,952,951,952,955,956,951,951,953
954,955,954,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,952,950,954,951,953,952,952,957,957,952,952,952
954,956,955,954,954,954,954,954,954,954,954,954,953,954,954,954,953,954,954,953,952,951,954,953,953,951,951,956,957,952,951,951
953,954,956,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,951,949,954,951,953,952,952,956,957,951,951,952
954,956,954,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,951,953,951,953,951,952,956,956,951,951,952
954,956,956,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,953,952,954,952,951,955,956,952,951,953
954,955,955,954,954,954,954,954,954,953,953,953,953,954,954,954,953,954,954,953,952,951,954,950,953,952,952,956,956,952,952,952
954,955,954,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,951,950,954,950,952,952,951,958,956,951,951,952
954,954,955,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,952,950,953,950,952,951,951,956,956,951,951,952
954,954,955,954,954,954,954,954,954,954,953,954,953,954,954,954,953,954,954,953,952,950,954,951,953,952,952,956,956,952,952,952
954,955,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,950,953,951,953,951,951,956,957,951,951,951
953,954,956,954,954,954,954,954,953,953,953,953,953,954,954,954,953,954,954,953,951,950,953,952,953,952,952,956,956,952,952,952
955,954,955,953,954,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,951,950,953,951,953,952,952,956,956,952,950,952
954,954,955,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,951,950,952,951,952,951,952,955,957,952,951,952
955,955,955,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,954,951,954,951,952,956,957,951,951,953
955,955,954,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,954,950,953,952,951,956,957,951,951,954
954,954,955,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,952,952,954,952,953,952,953,956,956,952,952,952
954,954,956,953,953,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,951,950,954,951,952,952,952,956,956,952,951,952
955,955,955,953,954,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,951,950,953,952,954,952,953,957,956,951,952,952
954,954,956,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,951,950,954,951,953,951,950,957,956,952,949,951
954,954,956,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,950,950,954,951,953,952,952,956,955,951,951,952
954,954,955,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,952,951,954,951,954,952,951,956,956,950,952,952
954,955,955,953,954,954,953,954,953,953,953,953,953,954,954,954,953,954,953,953,952,951,954,952,954,952,951,956,956,952,952,953
953,955,955,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,952,950,953,952,953,952,953,956,956,952,951,952
955,954,956,954,954,954,954,954,954,954,953,954,953,954,954,954,953,954,954,953,952,951,955,951,952,952,952,956,956,951,951,952
954,954,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,952,951,953,952,952,956,956,952,951,952
954,954,955,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,953,951,954,952,952,956,957,952,951,952
953,955,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,951,950,953,952,952,951,951,956,957,950,951,952
954,955,956,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,951,950,954,951,952,952,952,956,956,950,952,952
954,954,954,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,952,951,950,953,951,953,951,952,956,956,952,951,951
954,954,954,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,952,952,950,953,951,953,953,951,956,956,951,952,952
954,954,955,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,952,952,950,953,952,953,951,952,956,956,952,951,953
954,954,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,953,950,953,952,951,957,958,952,951,952
954,956,956,953,954,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,953,952,954,952,952,956,957,951,952,952
954,956,956,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,951,951,954,950,953,952,951,956,955,951,952,952
954,956,956,954,954,954,954,954,954,954,954,954,953,954,954,954,953,954,954,953,952,951,953,952,953,952,952,956,958,952,951,952
955,956,955,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,952,950,954,952,953,952,952,956,955,951,950,952
953,955,955,953,953,953,953,954,953,953,953,953,952,954,954,953,953,953,953,953,952,950,954,951,952,952,952,956,955,950,951,952
954,954,954,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,951,950,953,951,953,952,952,956,956,951,950,952
954,956,955,954,954,954,954,954,954,954,954,954,953,954,954,954,954,954,954,953,952,950,954,952,954,952,952,956,957,951,951,952
954,954,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,951,955,950,952,952,952,956,956,952,951,952
954,955,956,954,954,954,954,954,953,953,953,953,953,954,954,954,953,954,954,953,952,950,953,952,953,952,953,956,956,952,950,952
954,954,955,953,954,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,952,951,954,951,952,952,951,957,956,951,951,952
954,954,954,953,953,953,953,953,953,953,953,953,953,954,954,953,953,954,953,953,950,950,953,951,953,951,950,957,956,951,950,952
953,954,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,951,950,953,951,952,952,952,955,957,951,952,952
954,955,955,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,953,951,954,952,954,952,952,956,955,951,952,953
956,955,955,953,954,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,955,952,953,952,953,956,958,951,951,952
956,956,955,954,954,954,954,954,953,954,953,953,953,954,954,954,953,954,954,953,951,950,953,951,952,952,952,956,956,952,952,953
954,954,955,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,954,953,952,950,954,951,952,952,952,956,956,952,951,952
954,955,955,953,953,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,951,950,954,950,954,950,952,956,955,950,951,952
954,955,955,953,953,953,953,954,953,953,953,953,952,954,954,953,953,953,953,953,952,949,954,951,952,952,951,954,956,951,952,952
954,954,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,951,953,951,952,951,952,957,956,951,951,953
953,954,956,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,952,951,950,954,952,952,951,952,957,956,950,950,951
954,955,955,953,954,953,953,954,953,954,953,953,953,954,954,954,953,954,953,953,952,950,953,951,953,952,952,957,957,950,952,952
954,956,954,954,954,954,954,954,954,953,953,954,953,954,954,954,953,954,953,953,952,951,955,950,952,951,952,956,957,952,950,952
954,954,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,951,950,953,951,952,951,952,956,956,951,950,952
954,955,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,950,953,950,954,952,952,956,956,950,951,952
954,954,955,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,951,949,953,950,953,952,952,956,957,951,951,952
953,955,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,953,952,953,951,952,956,957,951,951,952
954,954,956,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,952,951,954,951,954,952,952,957,957,952,951,953
954,955,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,955,951,953,952,952,957,956,952,951,953
953,954,956,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,953,950,954,952,952,951,951,957,956,952,951,952
955,955,955,954,954,954,954,954,954,954,954,954,953,954,955,954,954,954,954,954,952,951,954,951,953,952,952,956,956,951,951,952
954,955,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,950,953,952,952,952,952,956,955,951,950,952
953,955,955,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,954,952,954,952,952,956,956,951,951,952
954,954,955,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,952,950,954,952,952,952,952,956,956,950,950,952
953,955,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,951,950,953,951,953,951,952,956,957,951,951,952
954,955,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,950,954,952,952,952,952,956,958,951,951,952
954,954,955,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,952,950,955,952,953,952,952,956,958,952,950,952
954,955,956,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,951,950,954,952,953,951,952,956,956,952,951,952
953,955,955,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,951,950,954,951,954,951,951,957,956,951,951,952
954,954,957,953,954,954,954,954,953,953,953,953,953,954,954,954,953,954,954,953,952,949,954,952,953,952,952,957,956,951,951,953
954,954,955,953,953,953,953,954,953,953,953,953,952,954,954,953,953,953,953,953,952,951,954,951,952,951,952,956,955,951,951,952
954,954,955,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,951,950,954,950,954,951,951,956,956,952,950,951
953,955,954,953,954,953,953,954,953,953,953,953,952,954,954,953,953,954,953,953,951,950,954,951,952,952,952,956,957,952,949,951
954,954,955,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,952,952,950,953,951,953,951,951,955,956,951,951,952
954,954,956,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,952,950,953,952,953,951,952,957,956,952,950,952
954,956,956,954,954,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,954,952,952,952,952,957,956,951,950,952
954,956,955,954,954,954,954,954,954,954,954,954,953,954,954,954,954,954,954,953,953,951,953,952,954,952,952,957,957,951,952,953
954,955,955,954,954,954,954,954,954,954,954,953,953,954,954,954,954,954,954,953,952,951,955,952,953,952,952,956,957,952,951,952
955,955,955,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,952,951,954,950,952,951,952,956,956,952,951,952
955,954,956,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,951,950,954,951,954,952,951,956,956,952,951,953
954,954,956,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,951,955,952,953,952,952,956,957,952,951,951
954,954,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,954,952,953,952,952,955,957,952,952,953
954,955,955,954,954,954,954,954,954,954,953,954,953,954,954,954,953,954,954,953,952,951,954,951,954,953,952,957,956,952,952,953
954,955,956,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,951,953,950,952,952,951,956,957,951,951,952
954,954,955,953,953,953,953,954,953,953,953,953,952,954,954,953,953,953,953,953,952,951,954,950,953,951,952,957,957,950,951,952
954,956,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,950,950,953,951,952,951,952,956,955,951,950,952
953,955,955,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,952,950,954,951,953,952,952,955,956,951,951,952
954,954,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,950,953,951,953,952,952,957,956,952,952,952
954,954,956,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,952,950,954,951,952,952,952,956,955,951,951,952
954,955,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,951,950,954,952,952,952,952,957,956,952,952,953
954,955,956,954,954,954,954,954,954,954,954,954,953,954,954,954,954,954,954,953,951,951,953,951,953,952,952,956,956,952,951,952
953,954,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,951,950,954,952,952,952,952,956,956,951,952,952
954,956,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,949,954,951,953,952,952,957,956,952,950,952
954,954,956,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,952,950,953,950,953,952,952,957,956,951,951,953
954,955,955,954,954,954,954,954,954,954,954,954,953,954,954,954,954,954,954,953,952,950,954,952,953,952,953,958,957,952,952,953
954,954,955,954,954,954,954,954,954,954,953,954,953,954,954,954,953,954,954,953,951,950,954,952,953,952,952,956,956,951,951,952
954,954,956,953,954,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,951,950,953,951,953,952,952,956,956,951,952,953
955,955,955,954,954,954,954,954,954,954,954,954,953,954,954,954,954,954,954,953,952,950,954,951,953,952,953,958,957,952,953,952
955,955,954,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,954,952,953,951,952,956,955,952,952,952
955,955,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,954,951,953,952,952,956,956,950,950,952
954,954,956,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,953,952,954,952,952,956,956,951,951,952
955,954,956,954,954,954,954,954,954,954,954,954,953,954,954,954,953,954,954,953,952,950,954,951,954,952,952,956,957,952,950,952
955,955,955,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,952,950,954,951,952,951,952,956,955,952,950,952
953,954,955,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,952,951,953,951,953,950,951,955,956,951,951,952
954,955,955,954,954,953,954,954,953,954,954,953,953,954,954,954,953,954,953,953,952,950,954,951,953,952,951,956,957,952,952,952
954,956,953,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,949,953,952,952,950,952,956,954,952,951,952
954,955,956,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,952,951,953,950,952,951,952,956,956,952,952,953
953,955,954,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,951,950,953,950,952,950,951,955,955,950,950,952
954,954,955,953,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,953,951,954,950,953,952,952,956,956,952,952,953
954,955,954,953,953,953,953,953,953,953,953,953,952,954,954,953,953,953,953,953,951,950,954,950,952,951,952,957,956,951,951,952
954,954,955,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,952,949,953,952,953,951,952,957,956,952,952,952
956,954,955,954,954,954,954,954,954,954,954,954,953,954,954,954,953,954,954,953,952,950,954,951,952,952,952,957,955,952,950,953
954,955,955,953,953,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,952,951,953,951,953,952,952,956,957,952,950,952
954,955,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,953,949,953,951,953,952,952,956,956,951,952,952
953,954,954,954,954,954,954,954,954,954,953,953,953,954,954,954,953,954,954,953,952,950,954,951,952,952,952,956,957,952,951,953
953,954,954,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,952,950,953,951,953,951,951,956,955,951,950,952
954,955,956,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,951,951,954,951,953,952,952,957,956,952,951,952
954,954,954,953,953,953,953,953,953,953,953,953,952,953,953,953,952,953,953,952,950,950,953,950,953,952,950,956,956,950,951,952
954,955,955,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,952,950,954,952,952,952,952,956,956,952,951,952
954,955,955,954,954,954,954,954,954,954,953,953,953,954,954,954,954,954,954,953,952,950,954,951,953,952,953,956,957,952,951,953
954,955,955,954,954,954,954,954,953,953,953,953,953,954,954,954,953,954,954,953,952,951,954,952,953,952,952,957,957,952,951,952
954,955,956,954,954,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,954,951,953,952,953,956,957,951,952,952
955,955,956,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,949,953,951,953,951,951,956,956,950,951,951
955,954,956,954,954,954,954,954,954,954,953,954,953,954,954,954,953,954,954,953,952,951,954,951,953,952,952,956,957,951,951,952
955,955,955,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,951,951,953,952,953,952,952,956,957,952,950,953
954,955,954,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,951,950,954,952,952,951,952,956,956,951,951,952
954,954,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,951,950,954,950,953,951,952,956,957,952,951,952
954,954,954,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,951,950,954,951,953,952,952,956,956,952,950,952
954,955,955,954,954,954,954,954,954,954,954,954,953,954,954,954,954,954,954,953,952,950,954,951,953,951,952,956,956,952,951,952
954,955,955,953,953,953,953,953,953,953,953,953,953,953,954,953,953,953,953,953,952,949,954,950,954,952,953,956,956,952,952,953
954,955,956,953,954,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,954,952,953,952,952,955,956,952,951,953
954,955,956,954,954,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,953,951,953,951,953,952,951,956,957,951,950,952
955,956,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,953,952,954,951,953,952,952,956,956,951,951,953
954,954,955,954,954,954,954,954,954,954,954,954,953,954,954,954,954,954,954,953,953,950,954,952,952,951,952,956,957,952,950,952
954,955,955,954,954,954,954,954,954,954,954,954,953,954,954,954,954,954,954,953,952,949,953,951,953,952,952,956,957,950,950,952
953,954,956,954,954,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,950,950,953,951,953,951,952,956,956,951,950,951
954,953,956,953,953,953,953,954,953,953,953,953,953,954,954,954,953,954,953,953,950,950,954,952,953,952,951,956,957,951,951,952
954,955,955,954,954,954,954,954,953,954,953,953,953,954,954,954,953,954,954,953,951,950,954,951,953,951,952,956,957,950,950,952
953,954,956,953,953,953,953,953,953,953,953,953,953,953,954,953,953,953,953,953,952,951,953,951,952,951,952,957,956,952,951,953
953,954,954,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,952,951,953,950,952,952,953,956,956,952,952,952
954,954,954,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,952,950,953,951,953,952,950,956,956,951,952,952
955,956,956,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,953,951,952,952,951,956,956,951,951,951
954,955,954,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,952,951,950,953,951,952,951,951,956,956,952,951,951
954,955,956,954,954,954,954,954,954,953,954,953,953,954,954,954,953,954,954,953,952,950,954,951,953,952,952,957,956,952,952,951
954,955,955,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,953,951,952,951,952,956,956,951,951,952
954,955,956,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,953,952,953,951,952,955,956,952,951,952
954,954,954,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,952,949,953,951,953,952,952,956,956,951,951,952
954,954,954,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,954,952,953,952,952,956,956,952,951,952
955,955,956,954,954,954,954,954,954,954,954,954,953,954,954,954,953,954,954,953,952,950,954,951,952,952,952,956,956,952,952,952
954,955,955,953,953,953,953,954,953,953,953,953,952,953,954,953,953,953,953,953,951,950,954,950,953,951,953,955,956,951,951,952
954,955,956,953,954,953,954,954,953,953,953,953,953,954,954,954,953,954,953,953,952,950,954,951,952,951,952,956,956,950,952,953
954,955,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,951,950,953,951,953,951,952,957,956,952,951,953
954,954,956,953,954,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,951,953,952,953,951,952,956,957,951,951,953
953,954,955,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,951,950,953,951,952,952,952,956,955,952,950,952
955,955,955,954,954,954,954,954,954,953,953,954,953,954,954,954,953,954,954,953,952,951,954,951,953,951,951,955,957,951,951,953
953,954,955,953,953,953,953,953,953,953,953,953,952,953,953,953,953,953,953,953,952,950,952,950,952,952,952,956,956,951,950,952
954,955,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,954,953,953,952,950,954,951,954,951,951,956,957,952,951,952
954,954,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,951,953,951,952,952,950,956,958,950,951,952
954,954,956,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,951,950,953,950,953,951,952,956,956,951,951,952
953,955,955,953,953,953,953,953,953,953,953,953,952,954,953,953,953,953,953,953,951,950,954,951,953,952,952,956,956,951,951,952
954,956,956,954,954,954,954,954,953,953,953,953,953,954,954,954,953,954,954,953,952,950,954,951,953,952,952,956,956,952,952,953
954,954,956,953,953,953,953,953,953,953,953,953,953,954,954,953,953,953,953,953,951,950,954,950,952,952,952,956,958,951,951,953
954,955,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,950,953,950,952,951,951,956,956,951,951,953
954,954,955,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,950,953,951,953,952,951,956,956,951,951,952
955,955,954,954,954,953,953,954,953,953,953,953,953,954,954,954,953,953,953,953,951,950,954,951,953,952,951,957,956,951,951,952
955,954,955,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,952,950,954,951,953,953,951,956,956,952,951,952
954,955,954,953,953,953,953,954,953,953,953,953,953,954,954,953,953,953,953,953,952,950,954,952,953,951,951,956,957,951,952,953
954,954,954,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,952,950,953,951,953,951,951,956,956,951,951,953
954,956,956,953,953,953,953,953,953,953,953,953,952,953,954,953,953,953,953,953,951,950,953,951,953,952,952,956,956,951,951,952
